Noticia,Rotulo
"
Foto de estrada na Polônia é difundida como se fosse de obra da gestão Bolsonaro


uma foto de uma via expressa na polônia que está disponível na internet desde 2007 tem sido compartilhada nas redes sociais como se mostrasse o resultado de uma obra do governo de jair bolsonaro (veja aqui). as publicações enganosas difundem a imagem juntamente com outra de um trecho não pavimentado da br-316, no maranhão, para comparar o desempenho dos governos petistas com o atual. as peças de desinformação acumulam ao menos 46 mil compartilhamentos no facebook, onde foram marcadas com o selo falso na ferramenta de verificação da rede social (entenda como funciona).",true
"Você ganhou uma BMW e US$ 5,5 milhões em sorteio nos EUA #boato

this is to inform you that you have been selected for a prize of a brand new 2021 bmw 8 series car and a check of $5,500,000.00usd from the international balloting programs held on the 1st of october 2021 in united state of america.the selection process was carried out through random selection in our computerized email selection system (ess) from a database of over 250,000 email addresses drawn from all the continents of the world which you were selected.isto é para informá-lo de que você foi selecionado para o prêmio de um novo carro 2021 bmw série 8 e um cheque de $ 5.500.000,00usd dos programas de votação internacional realizados em 1º de outubro de 2021 no estado unido da américa.o processo de seleção foi realizado por meio de seleção aleatória em nosso sistema informatizado de seleção de e-mail (ess) a partir de um banco de dados de mais de 250.000 endereços de e-mail provenientes de todos os continentes do mundo que você foi selecionado.",true
"
  Alvará de soltura para Lula que circula nas redes não tem validade pois condenações foram anuladas

“tá aí a própria justiça dizendo que ele é sim condenado e que a soltura é provisória!!! tá vendo pq quer ser presidente a qualquer preço?”, diz o texto compartilhado com a imagem de um alvará de soltura no twitter e no facebook. a imagem que aparece nas publicações virais é, de fato, o alvará de soltura concedido pela justiça a lula em 8 de novembro de 2019 e divulgado pela imprensa.",true
"Não é possível afirmar que hackers reprovaram urnas brasileiras em conferência nos EUA

“olha a globo hoje de manhã reconhecendo a vulnerabilidade da urna eletrônica. após esta exibição, foi intimada pela justiça federal para não exibir a notícia nos demais telejornais da emissora. dito e feito, nem no youtube acha mais esta reportagem. amigos, para o nosso bem e de nossos descendentes, metam o dedo e distribuam para todos os seus contatos”, diz uma das publicações compartilhadas no facebook, no youtube, no x (antes twitter). as publicações, que já circularam em 2018, 2020, 2021 e 2022, apresentam como se fosse atual o trecho de uma reportagem do programa estúdio i, da globonews, sobre testes performados com urnas eletrônicas em um congresso de hackers nos estados unidos, conhecido como defcon. segundo afirma um dos comentaristas, todas as urnas testadas no evento foram hackeadas pelos participantes em menos de duas horas.",true
"É #FAKE comunicado que convoca eleitores do PT a votar apenas no dia 8 de outubro

circula nas redes sociais uma imagem direcionada aos eleitores do pt comunicando que, devido aos protestos e manifestações que poderão ocorrer no dia 7 de outubro contra o pt, os eleitores que votam no partido estão convocados a irem votar na segunda-feira, dia 8 de outubro. o post .",true
"É falso que Brasil tenha se tornado o maior exportador do mundo; país ocupa 26ª colocação

de acordo com dados do fmi, de janeiro a julho de 2019, o país ocupa a 26ª posição entre os exportadores. em relação ao mesmo período do ano passado, o valor das exportações brasileiras teve queda de 0,7%.",true
"
Paolla Oliveira não disse que atrizes da Globo terão que se prostituir caso Bolsonaro seja reeleito


a atriz paolla oliveira disse à revista caras que as artistas da tv globo teriam que se prostituir para sobreviver caso o presidente jair bolsonaro (sem partido) seja reeleito em 2022, como afirmam publicações nas redes sociais (veja aqui). além dela ter desmentido a alegação e da caras não ter veiculado tal declaração, aos fatos também não localizou outros registros de falas de oliveira com esse sentido. esta peça de desinformação reunia ao menos 2.000 compartilhamentos em postagens no facebook na tarde desta quinta-feira (16).",true
"        Criado como brincadeira, termo Ursal agora alimenta teorias conspiratórias 17/08/2018 17h49 

o plano de unificar toda a américa latina sob um único estado socialista, a ursal (união das repúblicas socialistas da américa latina), não existe. existem muitas iniciativas para a integração econômica da região, mas nenhuma implica que países integrantes abram mão de suas soberanias ou venham a aderir ao socialismo. a sigla foi inventada pela socióloga maria lucia victor barbosa - no artigo “os companheiros”, publicado em sites como o de olavo de carvalho, em 9 de dezembro em 2001, como uma ironia para criticar um encontro do foro de são paulo, realizado à época em havana. carvalho voltou a usar o termo em seu site e em coluna publicada no jornal “diário do comércio”, em 1º de maio de 2006. em seguida, surgiu o site “dossiê ursal”. de acordo com o whois, a página foi criada em 9 de abril de 2015. usa o provedor dreamhost.com, que permite a ocultação do real proprietário do site nas consultas públicas. o projet entrou em contato com um homem que se apresenta em vídeos no facebook como o criador do site e pediu, por mensagem, informações sobre a página. o internauta, porém, disse não conceder entrevistas sobre o assunto.",true
"Sapo encontrado dentro de vidro de picles!

foto mostra um sapo que foi encontrado dentro de vidro de picles. mas será que a imagem é real?",true
"Bill Gates deu gorjeta de US$ 5 no restaurante porque é filho de lenhador #boato

“”bill gates em um restaurante”” depois de comer ele deu $5,00 dólares de gorjeta. o garçom ficou olhando para ele de forma estranha depois da gorjeta. gates percebeu e perguntou: o que foi? garçom: eu estou impressionado porque sua filha me deu uma gorjeta de $ 150, dólares, e você pai dela, o homem mais rico do mundo, deu somente $ 5,00. gates sorriu e respondeu: ela é filha do homem mais rico do mundo, mas eu sou filho de um lenhador. (nunca esqueça o seu passado, ele é o seu professor)",true
"É #FAKE mensagem que diz que colocar feijão de molho com vinagre mata bactéria que nem antibióticos estão resolvendo

um texto que se espalhou pelo whatsapp afirma que colocar o feijão de molho em água com vinagre antes de cozinhá-lo mata uma bactéria vinda das plantações, que, segundo a mensagem, “nem os antibióticos estão resolvendo”. .",true
"        Beira-Mar não está preso em Mossoró (RN), nem foi transferido para o RJ 24/03/2023 12h08 

o traficante luiz fernando da costa, mais conhecido como fernandinho beira-mar, tenha sido transferido da penitenciária de mossoró (rn) para o rio de janeiro, como afirmam publicações que circulam nas redes sociais. a seap-rj (secretaria de administração penitenciária) e senappen (secretaria nacional de políticas penais) desmentiram a alegação.",true
"É #FAKE print de tuíte atribuído a Lula sobre mudança nas polícias e repressão a caminhoneiros

circula na redes sociais prints de publicações no twitter atribuídas ao presidente eleito luiz inácio lula da silva sobre mudanças na polícia a a respeito dos bloqueios realizados por caminhoneiros após o segundo turno das eleições. .",true
"
Posts reciclam denúncia arquivada por falta de provas sobre vitória de Bolsonaro no 1º turno


uma ação movida em 2018 no tse (tribunal superior eleitoral) provaria que o presidente jair bolsonaro (pl) venceu a eleição daquele ano no primeiro turno, como é dito nas redes sociais (veja aqui). as publicações tratam como se fosse inédita e apresentasse “fortes elementos” de fraude uma denúncia que foi arquivada por falta de provas em 2020, após análise de duas coordenadorias da corte eleitoral. a peça de desinformação reunia ao menos 24 mil curtidas no instagram e 2.000 compartilhamentos no facebook nesta segunda-feira (25).",true
"Foto de carregamento de cilindros de oxigênio é da White Martins, não de fábrica da LG

as fotos foram divulgadas pelo governo estadual do amazonas, e registram o momento em que policiais militares realizavam a",true
"        Críticas a Moro são de cientista político que não representa New York Times 29/11/2021 09h20 

as publicações segundo as quais o jornal norte-americano the new york times teria feito críticas ao ex-juiz federal sergio moro, acusando-o de corromper o sistema judicial e ser responsável pelo caos do brasil. em fevereiro deste ano, o jornal publicou um artigo do cientista político gaspard estrada com críticas à operação lava jato, inclusive afirmando que ela se tornou um escândalo judicial e que contribuiu para o caos no brasil. o texto representa, no entanto, a opinião pessoal do especialista, e não a posição institucional do times. apesar do artigo citar moro como responsável por ""iniciar"" a lava jato, ele não é individualmente responsabilizado no texto pelos atos criticados.",true
