Noticia,Rotulo
"Flexibilização da quarentena contra coronavírus põe Curitiba na rota do colapso, diz estudo

com uma taxa de ocupação de leitos utis que beira 90% e sem isolamento social, vidas estão em risco. a partir de dados recentes obtidos por meio da lei de acesso à informação, pesquisadores da iniciativa ação covid-19 realizaram simulações para diferentes cenários de isolamento social na capital do paraná. o objetivo era identificar o grau de vulnerabilidade do sistema de saúde da cidade. o último boletim da secretaria municipal da saúde de curitiba, divulgado na quarta-feira (05/08), informava que as taxas de ocupação das 345 uti do sus exclusivas para covid-19 eram de 88% (43 estavam livres).</s>",fake
" Covid-19: Revacinação ou reforço em 2022 ainda está em estudo, diz Queiroga 

o ministro da saúde, marcelo queiroga, afirmou nesta segunda-feira (21) que o governo ainda estuda a possibilidade da realização de um reforço vacinal contra a covid-19 em 2022 e que negocia com farmacêuticas mais doses de imunizantes para esse cenário. ao participar de audiência na comissão temporária covid-19 do senado, queiroga também afirmou que governo projeta aplicar, até setembro, a primeira dose dos imunizantes em todos os brasileiros com mais de 18 anos.",fake
"Samarco não vai retomar as operações neste ano. Empresa ainda depende de licenças para voltar a operar após a tragédia ambiental. RIO - A retomada das operações da Samarco Mineração em 2017 está descartada. A empresa, joint venture da Vale e da BHP Billiton, confirmou ao Estadão/Broadcast que a partir do momento em que obtiver a licença ambiental para o uso da cava de Alegria Sul depósito de rejeitos ainda levará de cinco a seis meses fazendo obras de adequação da estrutura. Como o aval das autoridades ambientais ainda está pendente, não haverá tempo hábil para a retomada este ano. O Estadão/Broadcast apurou que na melhor das hipóteses a volta das atividades da pelotizadora ocorrerá no fim de 2018. A empresa diz que não pode precisar uma data, mas informou que quando isso ocorrer, a operação não voltará a funcionar a plena carga. O rompimento da barragem de Fundão, que deixou o município de Mariana e adjacências cobertos de lama, 
",true
"Bebê indiana com hidrocefalia pede ajuda para tratamento na web

a pequena indiana roona begum teria nascido com uma doença que a deixou com enorme cabeça pede ajuda pela web para seu tratamento. mas será que essa história é real?",true
"Reino Unido deve adiar última etapa do fim das restrições contra a covid-19  

o primeiro-ministro britânico, boris johnson, deve adiar o fim das últimas restrições contra o coronavírus na inglaterra, com base nas recomendações dos conselheiros científicos do governo, preocupados com a variante delta, informa a imprensa. johnson deve anunciar em uma entrevista coletiva nesta segunda-feira à tarde se a última etapa do fim do confinamento — que inclui a reabertura das casas noturnas e a autorização para que salas de espetáculo volte a operar com plena capacidade — acontecerá em 21 de junho, como estava previsto, ou será adiada. a bbc afirma que a etapa será adiada em quatro semanas, até 19 de julho, uma decisão que seria submetida à aprovação do parlamento.",fake
"Geração P #2: 'Esquece o sextou'; como é a nova rotina na saída da quarentena  

geração p traz detalhes sobre a rotina dos que estão saindo do confinamento na europa. os apresentadores jamil chade e ruth manus, que moram na suíça e em portugal, relatam um novo cotidiano cheio de dúvidas e de muita confusão. e o que os apresentadores relatam sobre a vida pós-confinamento não tem nada de normal. e também tem uma grande confusão em termos de informações. ruth conta que portugal saiu do estado de emergência e entrou no estado de calamidade. ela conta que a confusão vem das diferentes fases.</s>",fake
"Quase um terço das amostras de Covid-19 mostram mutação, mas sem agravar doença, diz OMS

quase 30% dos dados de sequenciamento genético de amostras do vírus da covid-19 coletadas pela organização mundial da saúde (oms) mostraram sinais de mutação, mas não há evidências de que isso tenha causado doenças mais graves, disse uma alta funcionária da oms na sexta-feira (3). ""acho que isso é bastante disseminado"", disse soumya swaminathan, cientista-chefe da oms, à reuters, após entrevista realizado pela associação de jornalistas da onu, em genebra. até agora, a oms coletou 60 mil amostras do vírus, disse. cientistas da scripps research afirmam este mês que, até abril, o vírus mutante representava cerca de 65% dos casos enviados de todo o mundo a um grande banco de dados.",fake
"
  O nome AstraZeneca foi formado após uma fusão, e essa tradução do latim é incompleta e incorreta

no facebook (1, 2, 3), twitter e instagram, usuários duvidam que a suposta tradução seja uma “coincidência”. “por isso que a maioria das pessoas na alemanha não queria aceitar essa vacinação”, diz uma das publicações, que somam mais de 6.500 interações ao menos desde 8 de março de 2021. o suposto significado do nome da empresa também circulou em espanhol, inglês e alemão, frequentemente acompanhado de uma captura de tela do google tradutor.",true
"Quinta-feira, 30 de março de 2017 . Boa noite! Aqui estão as principais notícias para você terminar o dia bem-informado. . Eduardo Cunha foi condenado a 15 anos de prisão por corrupção, lavagem de dinheiro e evasão de divisas. É a primeira condenação na Lava Jato do deputado cassado A sentença do juiz Sérgio Moro diz que “não pode haver ofensa mais grave do que a daquele que trai o mandato parlamentar”. A defesa de Cunha disse que vai recorrer e afirmou estar perplexa com a velocidade da condenação . Um dos aliados do ex-presidente da Câmara falou em “injustiça” ; rivais temem uma reação contra as investigações e proteção a investigados. Ação do MPF acusa o Partido Progressista e políticos da legenda de improbidade administrativa e pede ressarcimento de R$ 2,3 bilhões aos cofres públicos. 
",true
"RJ: um terço das cidades não registra mortes por covid há 30 dias   

a secretaria de estado de saúde constatou que 31 municípios não registraram óbitos por covid-19 nos últimos 30 dias. esse número representa um terço dos municípios do estado. esse cenário epidemiológico para a pandemia no rio está retratado na 60ª edição do mapa de risco da doença, divulgada nesta sexta-feira (10/12) pela secretaria. o estado como um todo está em bandeira verde, que significa baixo risco de transmissão para a doença pela terceira semana consecutiva. a análise mostra queda no número de internações por síndrome respiratória aguda grave (srag) confirmado para sars-cov-2 em comparação aos índices observados nas últimas semanas.",fake
"Universidade de Washington prevê 145 mil mortes por covid-19 nos EUA até agosto  

estima-se que 145.728 pessoas podem morrer por coronavírus no país até agosto. o instituto de métricas de saúde e uma avaliação da universidade projetaram 140.496 mil mortes de covid-19, a doença respiratória causada pelo coronavírus, em agosto. a nova estimativa chegou no mesmo dia em que o texas relatou seu maior número de hospitalizações até o momento da pandemia e 22 estados norte-americanos mostraram um pequeno aumento no número de casos novos.</s>",fake
"Após alerta de desmatamento recorde na Amazônia, governo exonera coordenadora do Inpe

o ministro da ciência e tecnologia, marcos pontes, exonerou a coordenadora-geral de observação da terra do instituto nacional de pesquisas espaciais (inpe) lubia vinhas. a exoneração do coordenador-geral do inpe foi publicada na edição desta segunda-feira (13) do jornal oficial da união. a observação do terra é a área responsável pelo monitoramento da devastação da amazônia, por meio do sistema de detecção de desmatamento em tempo real (deter). na conversa com a tv globo, lubia afirmou que é servidora concurada do inpe há 23 anos e que seguirá no instituto mesmo sem o cargo de gestão. no fim da tarde, o inpe divulgou nota em que afirma que lubia será remanejada para outro cargo.</s>",fake
"Justiça francesa decidirá em maio sobre julgamento de empresas por queda do voo Rio-Paris  

a justiça francesa anunciará em 12 de maio se realizará finalmente o julgamento sobre o acidente aéreo do voo rio-paris em 2009, informou nesta quinta-feira (4) uma fonte oficial à afp. a corte de apelações de paris examinou nesta quinta-feira por cinco horas as alegações das famílias das vítimas e do ministério público, que rejeitam o arquivamento acordado em 2019 com a airbus e a air france, as duas empresas envolvidas no acidente. a procuradoria-geral pediu que se anule o arquivamento e se pronunciou a favor de um julgamento contra as duas empresas por ""homicídio culposo"".",fake
